Freq.	V(vo)/V(vi)
1.37598551272119e+05	2.09126455045192e+01
1.40771536691175e+05	2.09125475506140e+01
1.44017690296788e+05	2.09124449269930e+01
1.47338699327574e+05	2.09123374205719e+01
1.50736289929415e+05	2.09122248081745e+01
1.54212228052649e+05	2.09121068560276e+01
1.57768320369954e+05	2.09119833192978e+01
1.61406415215392e+05	2.09118539416014e+01
1.65128403545107e+05	2.09117184544230e+01
1.68936219920181e+05	2.09115765766162e+01
1.72831843512155e+05	2.09114280137735e+01
1.76817299131729e+05	2.09112724576755e+01
1.80894658281188e+05	2.09111095856121e+01
1.85066040231105e+05	2.09109390597183e+01
1.89333613121857e+05	2.09107605263369e+01
1.93699595090553e+05	2.09105736151933e+01
1.98166255423945e+05	2.09103779387275e+01
2.02735915737923e+05	2.09101730911955e+01
2.07410951184213e+05	2.09099586479817e+01
2.12193791684898e+05	2.09097341645825e+01
2.17086923195410e+05	2.09094991757433e+01
2.22092888996637e+05	2.09092531945591e+01
2.27214291016842e+05	2.09089957114048e+01
2.32453791184048e+05	2.09087261928834e+01
2.37814112809619e+05	2.09084440808287e+01
2.43298042003744e+05	2.09081487910380e+01
2.48908429123562e+05	2.09078397121994e+01
2.54648190254674e+05	2.09075162045239e+01
2.60520308726831e+05	2.09071775985508e+01
2.66527836664559e+05	2.09068231936844e+01
2.72673896573552e+05	2.09064522568459e+01
2.78961682963642e+05	2.09060640209169e+01
2.85394464009195e+05	2.09056576832296e+01
2.91975583247794e+05	2.09052324039095e+01
2.98708461318097e+05	2.09047873041572e+01
3.05596597737764e+05	2.09043214645191e+01
3.12643572722387e+05	2.09038339229762e+01
3.19853049046362e+05	2.09033236729912e+01
3.27228773946674e+05	2.09027896615149e+01
3.34774581070579e+05	2.09022307868629e+01
3.42494392468206e+05	2.09016458964559e+01
3.50392220631097e+05	2.09010337845242e+01
3.58472170577766e+05	2.09003931896729e+01
3.66738441987347e+05	2.08997227924341e+01
3.75195331382438e+05	2.08990212124442e+01
3.83847234362288e+05	2.08982870059015e+01
3.92698647887476e+05	2.08975186625551e+01
4.01754172617280e+05	2.08967146026869e+01
4.11018515300935e+05	2.08958731740887e+01
4.20496491224043e+05	2.08949926486619e+01
4.30193026711392e+05	2.08940712190693e+01
4.40113161687488e+05	2.08931069951935e+01
4.50262052296134e+05	2.08920980003321e+01
4.60644973580416e+05	2.08910421673624e+01
4.71267322224490e+05	2.08899373347895e+01
4.82134619358589e+05	2.08887812423502e+01
4.93252513428719e+05	2.08875715267074e+01
5.04626783132524e+05	2.08863057169477e+01
5.16263340422854e+05	2.08849812296537e+01
5.28168233580596e+05	2.08835953640346e+01
5.40347650358360e+05	2.08821452966944e+01
5.52807921196658e+05	2.08806280762592e+01
5.65555522514251e+05	2.08790406177382e+01
5.78597080074369e+05	2.08773796967212e+01
5.91939372428548e+05	2.08756419432033e+01
6.05589334439894e+05	2.08738238353617e+01
6.19554060887583e+05	2.08719216929155e+01
6.33840810154480e+05	2.08699316702519e+01
6.48457007999799e+05	2.08678497493731e+01
6.63410251418756e+05	2.08656717324812e+01
6.78708312591223e+05	2.08633932343243e+01
6.94359142921441e+05	2.08610096741771e+01
7.10370877170885e+05	2.08585162676405e+01
7.26751837686432e+05	2.08559080179896e+01
7.43510538726028e+05	2.08531797073739e+01
7.60655690884108e+05	2.08503258875755e+01
7.78196205619062e+05	2.08473408703876e+01
7.96141199885103e+05	2.08442187178485e+01
8.14500000870944e+05	2.08409532319533e+01
8.33282150847751e+05	2.08375379441358e+01
8.52497412128885e+05	2.08339661043246e+01
8.72155772144015e+05	2.08302306696279e+01
8.92267448630240e+05	2.08263242927834e+01
9.12842894942918e+05	2.08222393101095e+01
9.33892805488955e+05	2.08179677291623e+01
9.55428121285393e+05	2.08135012159822e+01
9.77460035646169e+05	2.08088310820825e+01
1.00000000000002e+06	2.08039482708979e+01
1.02305972984253e+06	2.07988433441043e+01
1.04665121082545e+06	2.07935064673360e+01
