time;V(/derivated);V(/derivated_pre);V(/derivated_twice);V(/integrated);V(/integrated_pre);V(/rectified);V(/rectified_pre);V(/vi);V(/vi_buffered);V(/vi_offseted);
0,00928;0,0247244;2,90495;0,0115927;-1,43245;-1,81152;0,000315497;0,000186014;0,749999;1,09707e-05;-0,991694;
0,00928;0,0247244;2,90495;0,0115927;-1,43245;-1,81152;0,000315497;0,000186014;1,625;1,09707e-05;-0,991694;
0,00928;0,0247244;2,90495;0,0115927;-1,43245;-1,81152;0,000315497;0,000186014;2,5;1,09707e-05;-0,991694;
0,00928;0,0247244;2,90495;0,0115927;-1,43245;-1,81152;0,000315497;0,000186014;2,5;1,09707e-05;-0,991694;
0,00928;0,0247244;2,90495;0,0115927;-1,43245;-1,81152;0,000315497;0,000186014;2,5;1,09707e-05;-0,991694;
0,00928;0,0247244;2,90495;0,0115927;-1,43245;-1,81152;0,000315497;0,000186014;2,5;1,09708e-05;-0,991694;
0,00928;0,0247244;2,90495;0,0115927;-1,43245;-1,81152;0,000315497;0,000186014;2,5;1,09711e-05;-0,991694;
0,00928;0,0247244;2,90495;0,0115927;-1,43245;-1,81152;0,000315497;0,000186014;2,5;1,09722e-05;-0,991694;
0,00928;0,0247244;2,90495;0,0115927;-1,43245;-1,81152;0,000315497;0,000186014;2,5;1,09764e-05;-0,991694;
0,00928;0,0247244;2,90495;0,0115927;-1,43245;-1,81152;0,000315496;0,000186014;2,5;1,09927e-05;-0,991694;
0,00928;0,0247245;2,90495;0,0115927;-1,43245;-1,81152;0,000315496;0,000186014;2,5;1,10569e-05;-0,991694;
0,00928;0,0247245;2,90495;0,0115927;-1,43245;-1,81152;0,000315496;0,000186015;2,5;1,13118e-05;-0,991694;
0,00928;0,0247245;2,90495;0,0115927;-1,43245;-1,81152;0,000315495;0,000186015;2,5;1,23268e-05;-0,991694;
0,00928;0,0247246;2,90495;0,0115927;-1,43246;-1,81152;0,000315493;0,000186017;2,5;1,63742e-05;-0,991694;
0,00928;0,0247248;2,90495;0,0115927;-1,43246;-1,81152;0,00031549;0,000186019;2,5;3,25096e-05;-0,991694;
0,00928;0,0247252;2,90495;0,0115927;-1,43248;-1,81152;0,000315483;0,000186024;2,5;9,67109e-05;-0,991694;
0,00928;0,024726;2,90495;0,0115927;-1,4325;-1,81151;0,00031547;0,000186035;2,5;0,000351006;-0,991694;
0,00928;0,0247277;2,90494;0,0115927;-1,43256;-1,8115;0,000315444;0,000186055;2,5;0,00134891;-0,991694;
0,00928001;0,0247305;2,90494;0,0115927;-1,43265;-1,81147;0,000315401;0,000186088;2,5;0,00453063;-0,99169;
0,00928001;0,0247345;2,90493;0,0115927;-1,43278;-1,81144;0,00031534;0,000186133;2,5;0,0121827;-0,991669;
0,00928001;0,0247386;2,90492;0,0115926;-1,43291;-1,81141;0,000315284;0,000186175;2,5;0,0231027;-0,991606;
0,00928002;0,0247431;2,90491;0,0115926;-1,43306;-1,81136;0,000315224;0,000186219;2,5;0,0389543;-0,991443;
0,00928002;0,0247485;2,9049;0,0115925;-1,43323;-1,81131;0,00031516;0,000186265;2,5;0,0615368;-0,991059;
0,00928003;0,024757;2,90488;0,0115925;-1,43351;-1,81122;0,000315072;0,000186331;2,5;0,105201;-0,989754;
0,00928003;0,0247709;2,90485;0,0115924;-1,43396;-1,81104;0,000314965;0,000186418;2,5;0,191376;-0,984822;
0,00928005;0,0247886;2,90482;0,0115922;-1,43455;-1,81071;0,000314885;0,000186499;2,5;0,320231;-0,971263;
0,00928006;0,024811;2,90477;0,011592;-1,43532;-1,8101;0,000314858;0,000186565;2,5;0,501918;-0,938595;
0,00928008;0,0248352;2,90472;0,0115918;-1,43624;-1,80923;0,000314893;0,000186602;2,5;0,710214;-0,881003;
0,0092801;0,024864;2,90465;0,0115917;-1,43749;-1,80798;0,00031498;0,000186614;2,5;0,964268;-0,782168;
0,00928012;0,0248991;2,90458;0,0115915;-1,43934;-1,80636;0,000315101;0,000186607;2,5;1,27585;-0,622443;
0,00928015;0,0249357;2,90453;0,0115916;-1,44176;-1,80476;0,00031521;0,000186602;2,5;1,60754;-0,413985;
0,00928018;0,0249706;2,90454;0,0115915;-1,44484;-1,80336;0,000315293;0,000186617;2,5;1,95495;-0,154733;
0,0092802;0,0249906;2,90463;0,0115899;-1,44775;-1,80253;0,000315339;0,00018661;2,5;2,2111;0,083931;
0,00928023;0,0249921;2,90484;0,0115838;-1,45088;-1,80204;0,000315351;0,000186407;2,5;2,40178;0,338516;
0,00928024;0,0249826;2,905;0,0115778;-1,45244;-1,80195;0,00031533;0,000186138;2,5;2,46332;0,464389;
0,00928025;0,0249612;2,90521;0,0115672;-1,45412;-1,80197;0,000315255;0,000185578;2,5;2,50815;0,599684;
0,00928027;0,0249207;2,90551;0,0115484;-1,45593;-1,80217;0,000315046;0,000184414;2,5;2,53554;0,744828;
0,00928029;0,0248219;2,90608;0,0115006;-1,45839;-1,80279;0,000314205;0,000180898;2,5;2,54625;0,939082;
0,0092803;0,0247598;2,90638;0,0114689;-1,4594;-1,8032;0,000313498;0,000178327;2,5;2,54317;1,01754;
0,00928031;0,0246885;2,9067;0,0114308;-1,46027;-1,80366;0,000312506;0,000175038;2,5;2,53802;1,08634;
0,00928032;0,0245944;2,90709;0,0113775;-1,46115;-1,80424;0,000310895;0,000170167;2,5;2,53101;1,15547;
0,00928033;0,0244823;2,90751;0,0113101;-1,4619;-1,80488;0,000308531;0,00016364;2,5;2,52358;1,21709;
0,00928035;0,0243438;2,908;0,0112211;-1,46255;-1,80561;0,000304919;0,000154536;2,5;2,51621;1,27347;
0,00928036;0,0241819;2,90852;0,0111096;-1,46302;-1,80636;0,0002997;0,000142518;2,5;2,50982;1,32157;
0,00928037;0,0239893;2,90909;0,0109668;-1,46332;-1,80714;0,000292023;0,000126363;2,5;2,50462;1,36279;
0,00928039;0,0237698;2,90969;0,0107912;-1,4634;-1,8079;0,000281211;0,000105562;2,5;2,50094;1,39616;
0,0092804;0,0235135;2,91034;0,0105685;-1,46326;-1,80864;0,000265559;7,80628e-05;2,5;2,4986;1,42346;
0,00928042;0,0232108;2,91103;0,0102811;-1,46285;-1,80934;0,00024243;4,1117e-05;2,5;2,49748;1,44546;
0,00928044;0,0229273;2,91162;0,0099868;-1,46231;-1,80988;0,000215668;2,01766e-06;2,5;2,49734;1,4596;
0,00928045;0,0227075;2,91204;0,00974081;-1,4618;-1,81022;0,000191065;-3,1442e-05;2,5;2,49755;1,46768;
0,00928046;0,0224824;2,91243;0,00947115;-1,46121;-1,81053;0,000161846;-6,87632e-05;2,5;2,49792;1,47412;
0,00928047;0,0222251;2,91285;0,00913862;-1,46046;-1,81084;0,000122679;-0,000115507;2,5;2,4984;1,47982;
0,00928049;0,0219781;2,9132;0,00879151;-1,45968;-1,81111;7,82257e-05;-0,000164923;2,5;2,49886;1,48404;
0,0092805;0,0217114;2,91353;0,00838027;-1,45876;-1,81137;2,09282e-05;-0,000223981;2,5;2,49931;1,48761;
0,00928052;0,0214497;2,9138;0,00793066;-1,45775;-1,81161;-4,74028e-05;-0,000288808;2,5;2,49965;1,49036;
0,00928054;0,0211674;2,914;0,00737506;-1,45653;-1,81188;-0,000140092;-0,00036861;2,5;2,49992;1,49273;
0,00928056;0,020939;2,91408;0,00684316;-1,45536;-1,81213;-0,000237553;-0,000443913;2,5;2,50004;1,4943;
0,00928057;0,0207462;2,91403;0,00628914;-1,45413;-1,81238;-0,000348615;-0,000520073;2,5;2,50008;1,49547;
0,00928059;0,0206118;2,91384;0,00576935;-1,45293;-1,81263;-0,000462396;-0,000588017;2,5;2,50007;1,49627;
0,00928062;0,0205302;2,91349;0,00523139;-1,45161;-1,81291;-0,000591174;-0,000652414;2,5;2,50003;1,49688;
0,00928064;0,0205321;2,91286;0,00467667;-1,45006;-1,81325;-0,000738302;-0,0007077;2,5;2,49998;1,49732;
0,00928067;0,0206768;2,91183;0,00416917;-1,44826;-1,81365;-0,000891782;-0,000736889;2,5;2,49994;1,49761;
0,00928071;0,0210366;2,91027;0,00382807;-1,44621;-1,81411;-0,00102062;-0,000714765;2,5;2,49992;1,49775;
0,00928075;0,021698;2,90799;0,00380393;-1,44391;-1,81464;-0,00107927;-0,000612876;2,5;2,49992;1,4978;
0,00928079;0,0227789;2,90476;0,00429855;-1,44131;-1,81525;-0,00100514;-0,000400778;2,5;2,49993;1,49781;
0,00928084;0,0243259;2,90052;0,00548685;-1,43853;-1,81591;-0,000744874;-7,51934e-05;2,5;2,49993;1,49781;
0,00928089;0,0262526;2,89553;0,00735382;-1,43579;-1,81657;-0,000312363;0,00032336;2,5;2,49993;1,49781;
0,00928094;0,0285874;2,88971;0,0099288;-1,43303;-1,81724;0,000267769;0,00077506;2,5;2,49993;1,49781;
0,009281;0,0316378;2,88233;0,0135904;-1,42997;-1,818;0,00103118;0,00130927;2,5;2,49993;1,49781;
0,00928106;0,0354403;2,87336;0,0184352;-1,42667;-1,81882;0,00193319;0,00189983;2,5;2,49993;1,4978;
0,00928115;0,0417474;2,8588;0,02686;-1,422;-1,81999;0,00327255;0,0027461;2,5;2,49993;1,4978;
0,00928127;0,0516755;2,83636;0,0406339;-1,4158;-1,82156;0,00507251;0,00387589;2,5;2,49993;1,4978;
0,00928145;0,0690306;2,79792;0,065346;-1,40682;-1,82385;0,0077508;0,00560336;2,5;2,49993;1,4978;
0,00928165;0,0939954;2,74356;0,101312;-1,39608;-1,82659;0,0114367;0,00812386;2,5;2,49993;1,4978;
0,00928182;0,117045;2,69393;0,134509;-1,38748;-1,82879;0,0153406;0,0109607;2,5;2,49993;1,4978;
0,009282;0,143819;2,63671;0,172796;-1,37847;-1,8311;0,0214356;0,0155696;2,5;2,49993;1,4978;
0,00928217;0,173051;2,57461;0,214132;-1,36945;-1,8334;0,0311337;0,0229284;2,5;2,49993;1,4978;
0,00928238;0,21082;2,49478;0,266708;-1,3587;-1,83616;0,0495838;0,0364211;2,5;2,49993;1,4978;
0,00928258;0,248737;2,41499;0,318499;-1,34863;-1,83873;0,0742371;0,0535081;2,5;2,49993;1,4978;
0,00928276;0,286062;2,33669;0,368484;-1,33926;-1,84113;0,102529;0,0723031;2,5;2,49993;1,4978;
0,009283;0,336449;2,2313;0,434362;-1,32722;-1,84422;0,143802;0,0991332;2,5;2,49993;1,4978;
0,00928329;0,40223;2,09414;0,517606;-1,3123;-1,84804;0,199998;0,135161;2,5;2,49993;1,4978;
0,00928364;0,486233;1,91952;0,619396;-1,29415;-1,85268;0,272477;0,181111;2,5;2,49993;1,4978;
0,00928418;0,621065;1,64012;0,77226;-1,26634;-1,8598;0,385844;0,252432;2,5;2,49993;1,4978;
0,0092847;0,754123;1,36522;0,910584;-1,2398;-1,8666;0,491505;0,318422;2,5;2,49993;1,4978;
0,00928534;0,920881;1,02151;1,06618;-1,20694;-1,87501;0,61282;0,393856;2,5;2,49993;1,4978;
0,00928608;1,11109;0,630339;1,21903;-1,16918;-1,88469;0,73422;0,468853;2,5;2,49993;1,4978;
0,00928674;1,27589;0,291991;1,32932;-1,13558;-1,89329;0,823098;0,523456;2,5;2,49993;1,4978;
0,00928755;1,46951;-0,104937;1,43104;-1,09423;-1,90388;0,906621;0,574372;2,5;2,49993;1,4978;
0,00928829;1,6356;-0,44499;1,49231;-1,05645;-1,91356;0,95824;0,605397;2,5;2,49993;1,4978;
0,00928905;1,79267;-0,76626;1,52602;-1,018;-1,92341;0,988243;0,622972;2,5;2,49993;1,4978;
0,00928982;1,93984;-1,06701;1,53386;-0,978756;-1,93347;0,997794;0,627757;2,5;2,49993;1,4978;
0,00929066;2,08459;-1,36257;1,51632;-0,936095;-1,9444;0,987321;0,620103;2,5;2,49993;1,4978;
0,00929151;2,21642;-1,63156;1,47527;-0,892504;-1,95557;0,958098;0,600789;2,5;2,49993;1,4978;
0,00929254;2,35371;-1,91147;1,40269;-0,840418;-1,96892;0,904159;0,566076;2,5;2,49993;1,4978;
0,00929389;2,50312;-2,21586;1,28119;-0,772166;-1,98641;0,812181;0,507528;2,5;2,49993;1,4978;
0,00929526;2,62396;-2,46183;1,13985;-0,702602;-2,00424;0,704208;0,439325;2,5;2,49993;1,4978;
0,00929664;2,71812;-2,65331;0,992619;-0,632906;-2,02211;0,591608;0,36846;2,5;2,49993;1,4978;
0,00929831;2,80291;-2,82561;0,819735;-0,548646;-2,04371;0,459873;0,285846;2,5;2,49993;1,4978;
0,00930018;2,86854;-2,95882;0,643592;-0,454352;-2,06788;0,32742;0,202984;2,5;2,49993;1,4978;
0,0093019;2,90848;-3,03978;0,503539;-0,367774;-2,09007;0,224767;0,138945;2,5;2,49993;1,4978;
0,00930371;2,93558;-3,09463;0,380751;-0,276909;-2,11336;0,139096;0,085623;2,5;2,49993;1,4978;
0,00930562;2,95271;-3,12923;0,27701;-0,181143;-2,13791;0,0738807;0,0452243;2,5;2,49993;1,4978;
0,00930733;2,9612;-3,1463;0,204551;-0,0959068;-2,15977;0,0367759;0,0223814;2,5;2,49993;1,4978;
0,00930881;2,96508;-3,15405;0,154761;-0,0220112;-2,17871;0,0184205;0,0111904;2,5;2,49993;1,4978;
0,00930957;2,96615;-3,15616;0,133235;0,0160768;-2,18847;0,0127114;0,00769018;2,5;2,49993;1,4978;
0,00931031;2,96674;-3,1573;0,114757;0,0529117;-2,19792;0,00879343;0,0053336;2,5;2,49993;1,4978;
0,00931092;2,96695;-3,15767;0,101126;0,0832371;-2,20569;0,00655413;0,00396406;2,5;2,49993;1,4978;
0,00931146;2,96695;-3,15765;0,0900078;0,110456;-2,21267;0,0049835;0,00300819;2,5;2,49993;1,4978;
0,00931202;2,96681;-3,15731;0,0797071;0,138121;-2,21976;0,0038083;0,00230915;2,5;2,49993;1,4978;
0,00931256;2,96655;-3,15675;0,0706706;0,164759;-2,22659;0,00293191;0,00175642;2,5;2,49993;1,4978;
0,00931314;2,96615;-3,15589;0,0617137;0,193847;-2,23405;0,00219818;0,00133543;2,5;2,49993;1,4978;
0,00931364;2,96572;-3,15499;0,0547359;0,218784;-2,24044;0,00173571;0,00102995;2,5;2,49993;1,4978;
0,00931419;2,96518;-3,15385;0,0477812;0,24607;-2,24743;0,00130653;0,000790525;2,5;2,49993;1,4978;
0,00931471;2,9646;-3,15266;0,0418359;0,271751;-2,25402;0,00102281;0,00060058;2,5;2,49993;1,4978;
0,00931519;2,96404;-3,15147;0,0368517;0,295325;-2,26006;0,000785973;0,000468476;2,5;2,49993;1,4978;
0,00931567;2,96341;-3,15018;0,0321784;0,319478;-2,26625;0,00061395;0,00035674;2,5;2,49993;1,4978;
0,00931612;2,96282;-3,14895;0,0282716;0,341503;-2,2719;0,000470767;0,000271877;2,5;2,49993;1,4978;
0,00931658;2,96217;-3,14761;0,0245326;0,364461;-2,27778;0,000357066;0,00020382;2,5;2,49993;1,4978;
0,00931715;2,96136;-3,14593;0,0203868;0,392526;-2,28498;0,000242287;0,00013028;2,5;2,49993;1,4978;
0,00931773;2,96049;-3,14414;0,0165756;0,42134;-2,29237;0,0001484;7,78754e-05;2,5;2,49993;1,4978;
0,00931836;2,95953;-3,14216;0,0129185;0,452442;-2,30034;7,40989e-05;2,6971e-05;2,5;2,49993;1,4978;
0,00931902;2,95851;-3,14005;0,00956028;0,484858;-2,30865;8,80692e-06;-7,05046e-06;2,5;2,49993;1,4978;
0,00931975;2,95735;-3,13766;0,00628024;0,521229;-2,31797;-3,90977e-05;-4,20784e-05;2,5;2,49993;1,4978;
0,00932051;2,95614;-3,13516;0,00337636;0,558698;-2,32758;-8,25486e-05;-6,30474e-05;2,5;2,49993;1,4978;
0,00932143;2,95466;-3,13211;0,000417596;0,604024;-2,3392;-0,000112339;-8,64752e-05;2,5;2,49993;1,4978;
0,00932237;2,95314;-3,12898;-0,00207682;0,650464;-2,3511;-0,000139897;-9,84152e-05;2,5;2,49993;1,4978;
0,00932368;2,95105;-3,12466;-0,00479592;0,714569;-2,36754;-0,000156987;-0,000113396;2,5;2,49993;1,4978;
0,00932492;2,94905;-3,12055;-0,00675507;0,775683;-2,3832;-0,000172064;-0,000118354;2,5;2,49993;1,4978;
0,00932674;2,94616;-3,11459;-0,00879849;0,864841;-2,40606;-0,000177704;-0,000125759;2,5;2,49993;1,4978;
0,00932853;2,94334;-3,10878;-0,0101158;0,952653;-2,42857;-0,000184643;-0,000126238;2,5;2,49993;1,4978;
0,00933115;2,93928;-3,10041;-0,0112562;1,08049;-2,46134;-0,000183297;-0,00012895;2,5;2,49993;1,4978;
0,00933388;2,9351;-3,0918;-0,011841;1,21348;-2,49544;-0,000186033;-0,000127203;2,5;2,49993;1,4978;
0,0093376;2,92946;-3,08019;-0,0121576;1,39442;-2,54182;-0,000182175;-0,000128094;2,5;2,49993;1,4978;
0,00934163;2,92342;-3,06775;-0,0122247;1,58943;-2,59182;-0,000183806;-0,000125908;2,5;2,49993;1,4978;
0,0093474;2,91485;-3,05009;-0,0121812;1,86715;-2,66301;-0,000179786;-0,000126507;2,5;2,49993;1,4978;
0,00935464;2,90417;-3,02809;-0,0120863;2,21355;-2,75181;-0,000181076;-0,000124259;2,5;2,49993;1,4978;
0,0093639;2,89063;-3,00019;-0,0119721;2,65293;-2,86445;-0,000176849;-0,00012461;2,5;2,49993;1,4978;
0,00937316;2,87722;-2,97255;-0,0118625;3,08826;-2,97605;-0,000177819;-0,000122254;2,5;2,49993;1,4978;
0,00938242;2,86393;-2,94516;-0,0117533;3,51958;-3,08662;-0,000173675;-0,000122569;2,5;2,49993;1,4978;
0,00938921;2,85426;-2,92524;-0,0116738;3,83341;-3,16708;-0,000175003;-0,000120534;2,5;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;2,5;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;2,25;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;1,75;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;0,875002;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,00017139;-0,000121072;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,000171391;-0,000121071;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14513;-3,24699;-0,000171391;-0,000121071;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14514;-3,24699;-0,000171391;-0,000121071;0;2,49993;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14514;-3,24699;-0,000171392;-0,00012107;0;2,49991;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14516;-3,24699;-0,000171393;-0,000121069;0;2,49985;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14518;-3,247;-0,000171397;-0,000121067;0;2,49959;1,4978;
0,009396;2,84465;-2,90544;-0,0115949;4,14523;-3,24702;-0,000171404;-0,000121062;0;2,4986;1,4978;
0,00939601;2,84464;-2,90543;-0,0115949;4,14534;-3,24704;-0,000171422;-0,00012105;0;2,49475;1,4978;
0,00939601;2,84464;-2,90542;-0,0115948;4,14547;-3,24708;-0,000171452;-0,000121033;0;2,48658;1,49777;
0,00939601;2,84463;-2,90541;-0,0115948;4,14561;-3,24711;-0,000171487;-0,000121013;0;2,47496;1,4977;
0,00939602;2,84463;-2,9054;-0,0115947;4,14575;-3,24715;-0,000171532;-0,000120989;0;2,45887;1,49753;
0,00939602;2,84462;-2,90539;-0,0115947;4,14594;-3,24721;-0,000171595;-0,000120957;0;2,43415;1,49708;
0,00939603;2,84462;-2,90537;-0,0115946;4,14623;-3,2473;-0,000171703;-0,000120903;0;2,38767;1,49559;
0,00939604;2,8446;-2,90534;-0,0115945;4,14673;-3,24752;-0,000171901;-0,000120806;0;2,28994;1,48945;
0,00939605;2,84458;-2,9053;-0,0115943;4,14737;-3,2479;-0,000172142;-0,000120691;0;2,14612;1,4726;
0,00939607;2,84456;-2,90525;-0,0115942;4,14816;-3,24855;-0,000172377;-0,000120578;0;1,95988;1,43601;
0,00939608;2,84453;-2,9052;-0,011594;4,14914;-3,2495;-0,000172561;-0,000120487;0;1,74108;1,3711;
0,0093961;2,8445;-2,90513;-0,0115938;4,15047;-3,25081;-0,000172675;-0,000120426;0;1,47896;1,26329;
0,00939613;2,84447;-2,90506;-0,0115937;4,15254;-3,25254;-0,000172711;-0,000120406;0;1,1446;1,08408;
0,00939616;2,84443;-2,90502;-0,0115938;4,15529;-3,25421;-0,000172685;-0,000120438;0;0,782395;0,847221;
0,00939618;2,8444;-2,90504;-0,0115935;4,15794;-3,25531;-0,000172656;-0,00012049;0;0,494449;0,625704;
0,00939621;2,84438;-2,90516;-0,0115912;4,16115;-3,25616;-0,000172642;-0,000120491;0;0,227462;0,362114;
0,00939623;2,84438;-2,90532;-0,0115865;4,16346;-3,2565;-0,000172634;-0,000120352;0;0,0949247;0,17318;
0,00939624;2,84439;-2,90549;-0,01158;4,16518;-3,25661;-0,000172611;-0,000120075;0;0,0287565;0,0341674;
0,00939625;2,84441;-2,90573;-0,0115686;4,16697;-3,25657;-0,000172535;-0,000119474;0;-0,0156614;-0,110094;
0,00939626;2,84444;-2,90592;-0,0115574;4,16814;-3,25646;-0,000172427;-0,000118803;0;-0,0330187;-0,204076;
0,00939628;2,84448;-2,90617;-0,0115394;4,16947;-3,25622;-0,000172198;-0,000117614;0;-0,0435451;-0,308939;
0,00939629;2,84453;-2,90644;-0,0115168;4,17063;-3,25591;-0,000171833;-0,000115982;0;-0,0461753;-0,400679;
0,0093963;2,84458;-2,90672;-0,0114899;4,17164;-3,25554;-0,000171308;-0,000113899;0;-0,0443437;-0,478932;
0,00939631;2,84465;-2,90703;-0,0114555;4,17258;-3,2551;-0,000170509;-0,000111047;0;-0,0398221;-0,552045;
0,00939632;2,84473;-2,9074;-0,011409;4,17349;-3,25455;-0,000169239;-0,000106951;0;-0,0333274;-0,62295;
0,00939633;2,84484;-2,90781;-0,011348;4,17431;-3,25391;-0,000167286;-0,000101248;0;-0,0258972;-0,688483;
0,00939634;2,84496;-2,90827;-0,0112704;4,175;-3,25322;-0,000164394;-9,35672e-05;0;-0,0185505;-0,74651;
0,00939635;2,84512;-2,90878;-0,011169;4,17556;-3,25246;-0,000160014;-8,29813e-05;0;-0,0117451;-0,798348;
0,00939637;2,84529;-2,90933;-0,0110419;4,17593;-3,25168;-0,000153684;-6,90363e-05;0;-0,00618553;-0,841976;
0,00939638;2,8455;-2,90993;-0,010881;4,1761;-3,25091;-0,000144481;-5,05398e-05;0;-0,00199412;-0,878479;
0,0093964;2,84574;-2,91056;-0,0106818;4,17605;-3,25016;-0,000131438;-2,66194e-05;0;0,00074468;-0,907822;
0,00939641;2,84591;-2,91096;-0,010536;4,1759;-3,24972;-0,000120866;-8,55202e-06;0;0,00176785;-0,922721;
0,00939642;2,84611;-2,91143;-0,0103422;4,17562;-3,24925;-0,000105534;1,60637e-05;0;0,00242261;-0,937284;
0,00939643;2,84631;-2,91185;-0,0101458;4,17527;-3,24886;-8,86046e-05;4,1594e-05;0;0,00260737;-0,947995;
0,00939644;2,84655;-2,91232;-0,00989092;4,17476;-3,24845;-6,46426e-05;7,54443e-05;0;0,00248454;-0,958018;
0,00939645;2,84678;-2,91274;-0,00963018;4,1742;-3,24812;-3,7935e-05;0,000110744;0;0,00216411;-0,965313;
0,00939647;2,84704;-2,91318;-0,00930346;4,17347;-3,24779;-1,45608e-06;0,000155715;0;0,00168686;-0,971802;
0,00939648;2,84728;-2,91354;-0,00897771;4,17273;-3,24752;3,81154e-05;0,000201161;0;0,00122969;-0,976374;
0,0093965;2,84755;-2,9139;-0,00858189;4,17183;-3,24725;9,03996e-05;0,00025691;0;0,000764262;-0,98033;
0,00939651;2,84781;-2,91419;-0,0081627;4,17089;-3,24701;0,000150694;0,000316255;0;0,000394523;-0,983286;
0,00939653;2,84809;-2,91444;-0,0076407;4,16974;-3,24674;0,000232837;0,000390032;0;9,34033e-05;-0,985862;
0,00939655;2,84834;-2,91457;-0,00709901;4,16855;-3,24649;0,00032642;0,000465717;0;-7,31667e-05;-0,987704;
0,00939657;2,84856;-2,91457;-0,00655048;4,16733;-3,24624;0,000430132;0,000540457;0;-0,000136832;-0,989017;
0,00939658;2,84871;-2,91445;-0,00602089;4,16614;-3,24599;0,000539318;0,000609542;0;-0,000135573;-0,989927;
0,0093966;2,84882;-2,91419;-0,00549488;4,16489;-3,24573;0,000657403;0,000673339;0;-0,000101717;-0,990585;
0,00939663;2,84886;-2,91373;-0,00497626;4,16355;-3,24544;0,000784641;0,000728512;0;-5,63324e-05;-0,991054;
0,00939665;2,84881;-2,91298;-0,00445766;4,16198;-3,2451;0,000925529;0,000769548;0;-1,29982e-05;-0,991386;
0,00939669;2,84857;-2,91169;-0,00399065;4,16001;-3,24465;0,00107201;0,000776071;0;1,58018e-05;-0,991595;
0,00939672;2,84809;-2,90986;-0,00377088;4,15788;-3,24417;0,00116831;0,000719103;0;2,20393e-05;-0,991679;
0,00939677;2,84724;-2,90714;-0,00395018;4,15542;-3,2436;0,00116896;0,000565535;0;1,65177e-05;-0,991701;
0,00939681;2,84592;-2,90336;-0,00476111;4,15266;-3,24295;0,00100259;0,000291669;0;1,08166e-05;-0,991699;
0,00939686;2,8442;-2,89877;-0,00625854;4,14991;-3,24229;0,000654121;-7,201e-05;0;9,73392e-06;-0,991696;
0,00939692;2,8421;-2,89344;-0,0084286;4,14718;-3,24163;0,000150048;-0,000493987;0;1,05717e-05;-0,991695;
0,00939697;2,83943;-2,8869;-0,0114904;4,14427;-3,24092;-0,000519729;-0,0009837;0;1,11104e-05;-0,991695;
0,00939702;2,83635;-2,87954;-0,0152805;4,14138;-3,2402;-0,0012728;-0,00148845;0;1,1086e-05;-0,991694;
0,0093971;2,83166;-2,86857;-0,0213716;4,13756;-3,23924;-0,00232569;-0,00215466;0;1,09525e-05;-0,991694;
0,00939719;2,82466;-2,85255;-0,0308518;4,1327;-3,23802;-0,00367717;-0,00297685;0;1,09536e-05;-0,991694;
0,00939732;2,8127;-2,82569;-0,0476147;4,12569;-3,23624;-0,00551381;-0,00406367;0;1,09836e-05;-0,991694;
0,00939752;2,79184;-2,77981;-0,0774555;4,11561;-3,23367;-0,00775382;-0,0053355;0;1,09635e-05;-0,991694;
0,0093977;2,76876;-2,72976;-0,110733;4,10619;-3,23126;-0,00921714;-0,00605408;0;1,09731e-05;-0,991694;
0,00939786;2,74693;-2,68286;-0,142116;4,09827;-3,22924;-0,00969129;-0,00606727;0;1,09712e-05;-0,991694;
